Facility Permit #,Establishment Name,Facility Name,Facility Address,Facility Unit No,Facility City,Facility State,Facility Zip,Business Status,Facility Type,Permit Type,Web Site,Operational Status,Location 1
101161,Taco Bell #022580,Taco Bell #022580,2825 NE Vivion Rd.,,Kansas City,MISSOURI,64119,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"2825 NE Vivion Rd.
Kansas City, MISSOURI 64119
(39.187511, -94.546696)"
101979,Tower Tavern,Tower Tavern,401 E 31 St,,Kansas City,MISSOURI,64108,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"401 E 31 St
Kansas City, MISSOURI 64108
(39.07082, -94.579863)"
30881,Rose Brooks Center,Rose Brooks Center,3350  E 77 th St,,Kansas City,MISSOURI,64132,Open,Restaurant/Deli 0-5 Employees,Restaurant/Deli,,Operational,"3350 E 77 th St
Kansas City, MISSOURI 64132
(38.986802, -94.54891)"
30740,Plaza Middle School,Plaza Middle School,6501 NW 72nd St,,Kansas City,MISSOURI,64151,Open,Fee Exempt,Fee Exempt,,Operational,"6501 NW 72nd St
Kansas City, MISSOURI 64151
(39.225143, -94.654382)"
19655,Californo's (Restaurant),Californo's (Restaurant),4124  Pennsylvania,,Kansas City,MISSOURI,64111,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"4124 Pennsylvania
Kansas City, MISSOURI 64111
(39.052002, -94.590784)"
101065,CVS Pharmacy # 05724,CVS Pharmacy # 05724,13101 Stateline Rd.,,Kansas City,MISSOURI,64145,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"13101 Stateline Rd.
Kansas City, MISSOURI 64145
(38.890783, -94.607979)"
2581,QUIK TRIP #190/Retail,QUIK TRIP #190/Retail,344  W. 72ND ST.,,KANSAS CITY,MISSOURI,64114,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"344 W. 72ND ST.
KANSAS CITY, MISSOURI 64114
(38.99774, -94.59314)"
16651,COSTCO WHOLESALE #375 (Food Court),COSTCO WHOLESALE #375 (Food Court),241 E. LINWOOD BLVD. ,,KANSAS CITY,MISSOURI,64111,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"241 E. LINWOOD BLVD.
KANSAS CITY, MISSOURI 64111
(39.068333, -94.58197)"
101597,Quik Trip #159 (market),Quik Trip #159 (market),10150 NE Cookingham ,,Kansas City,MISSOURI,64157,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"10150 NE Cookingham
Kansas City, MISSOURI 64157
(39.267974, -94.452541)"
12830,WALGREENS,WALGREENS,3845 BROADWAY ,,KANSAS CITY,MISSOURI,64111,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"3845 BROADWAY
KANSAS CITY, MISSOURI 64111
(39.057331, -94.59073)"
28480,Old Folks Lounge,Old Folks Lounge,4805 E 24th St ,,Kansas City,MISSOURI,64127,Open,Bar/Tavern 6-9 Employees,Bar/Tavern,,Operational,"4805 E 24th St
Kansas City, MISSOURI 64127
(39.082082, -94.527302)"
101493,Dos de Oros,Dos de Oros,13029 Holmes Rd,,Kansas City,MISSOURI,64145,Open,Restaurant/Deli 6-9 Employees,Restaurant/Deli,,Operational,"13029 Holmes Rd
Kansas City, MISSOURI 64145
(38.89076, -94.585936)"
510816,Frosty Treats #8 510816,Frosty Treats #8 510816,620  E Linwood Blve,,Kansas City,MISSOURI,64109,Open,Ice Cream Moblie Vendor,Ice Cream Moblie Vendor,,Operational,"620 E Linwood Blve
Kansas City, MISSOURI 64109
(39.06889, -94.577547)"
1989,Fairfield Inn & Suites KCI,Fairfield Inn & Suites KCI,11820 NW Plaza Circle,,Kansas City,MISSOURI,64153,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"11820 NW Plaza Circle
Kansas City, MISSOURI 64153
(39.307977, -94.684089)"
4087,Cracker Barrel Old Country Store,Cracker Barrel Old Country Store,8225 N. Church Rd.,,Kansas City,MISSOURI,64158,Open,Restaurant/Deli 81-90 Employees,Restaurant/Deli,,Operational,"8225 N. Church Rd.
Kansas City, MISSOURI 64158
(39.240804, -94.461028)"
101091,CVS/ Pharmacy #05624,CVS/ Pharmacy #05624,4149 N Oak Trfwy,,Kansas City,MISSOURI,64116,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"4149 N Oak Trfwy
Kansas City, MISSOURI 64116
(39.169848, -94.576751)"
100494,U-Gene's Deli and Pizza,U-Gene's Deli and Pizza,11202 N Ambassador Dr ,,Kansas City,MISSOURI,64153,Open,Restaurant/Deli 6-9 Employees,Restaurant/Deli,http://www.ugenesdeliandpizza.com,Operational,"11202 N Ambassador Dr
Kansas City, MISSOURI 64153
(39.297714, -94.681711)"
19605,Harpo's Bar & Grill,Harpo's Bar & Grill,4109 PENNSYLVANIA ,,KANSAS CITY,MISSOURI,64111,Open,Restaurant/Deli 21-40 Employees,Restaurant/Deli,,Operational,"4109 PENNSYLVANIA
KANSAS CITY, MISSOURI 64111
(39.052175, -94.590921)"
101600,Family Dollar Stores No. 5998,Family Dollar Stores No. 5998,7500  Prospect Ave,,Kansas City,MISSOURI,64132,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"7500 Prospect Ave
Kansas City, MISSOURI 64132
(38.990613, -94.557288)"
1387,Crittenton Children's Center,Crittenton Children's Center,10918  Elm Ave,,Kansas City,MISSOURI,64134,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"10918 Elm Ave
Kansas City, MISSOURI 64134
(38.924639, -94.477863)"
28380,Lidia's,Lidia's,101 West 22nd St ,,Kansas City,MISSOURI,64108,Open,Restaurant/Deli 71-80 Employees,Restaurant/Deli,http://www.lidias-kc.com,Operational,"101 West 22nd St
Kansas City, MISSOURI 64108
(39.087731, -94.585177)"
2860,Tony's Discount Center (Market),Tony's Discount Center (Market),2604 E 27th St ,,Kansas City,MISSOURI,64127,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"2604 E 27th St
Kansas City, MISSOURI 64127
(39.077083, -94.552176)"
101593,Family Dollar Store # 2051,Family Dollar Store # 2051,6827 Longview rd. ,,Kansas City,MISSOURI,64134,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"6827 Longview rd.
Kansas City, MISSOURI 64134
(38.915328, -94.512027)"
2597,Sonic Drive-In,Sonic Drive-In,8227 WORNALL ROAD ,,KANSAS CITY,MISSOURI,64114,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"8227 WORNALL ROAD
KANSAS CITY, MISSOURI 64114
(38.97849, -94.594878)"
25221,Price Chopper,Price Chopper,5800 Wilson Rd,,Kansas City,MISSOURI,64123,Open,Retail Grocery/Market 40001-60000 sq. ft.,Retail Grocery/Market,,Operational,"5800 Wilson Rd
Kansas City, MISSOURI 64123
(39.105453, -94.513944)"
1163,Funky Town,Funky Town,8300 Blue Parkway ,,Kansas City,MISSOURI,64133,Open,Bar/Tavern 10-20 Employees,Bar/Tavern,,Operational,"8300 Blue Parkway
Kansas City, MISSOURI 64133
(39.010491, -94.488832)"
31394,Jasper's,Jasper's,1201 W. 103RD. ST. ,,KANSAS CITY,MISSOURI,64114,Open,Restaurant/Deli 21-40 Employees,Restaurant/Deli,,Operational,"1201 W. 103RD. ST.
KANSAS CITY, MISSOURI 64114
(38.941981, -94.6061)"
31390,Price Chopper (deli),Price Chopper (deli),1030 W 103RD ST ,,KANSAS CITY,MISSOURI,64114,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"1030 W 103RD ST
KANSAS CITY, MISSOURI 64114
(38.941946, -94.605487)"
101905,Dairy Queen,Dairy Queen,14420 E 40 Highway ,,Kansas City,MISSOURI,64136,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"14420 E 40 Highway
Kansas City, MISSOURI 64136
(39.035454, -94.410718)"
100551,Humdinger Drive-In,Humdinger Drive-In,2504 E 9th St,,Kansas City,MISSOURI,64124,Open,Restaurant/Deli 0-5 Employees,Restaurant/Deli,,Operational,"2504 E 9th St
Kansas City, MISSOURI 64124
(39.102512, -94.552119)"
101525,Chaz on the Plaza,Chaz on the Plaza,325 Ward Parkway ,,Kansas City,MISSOURI,64112,Open,Restaurant/Deli 41-60 Employees,Restaurant/Deli,,Operational,"325 Ward Parkway
Kansas City, MISSOURI 64112
(39.039894, -94.591398)"
22661,Greyhound Lines Food Service,Greyhound Lines Food Service,1101 Troost Ave,,Kansas City,MISSOURI,64106,Open,Restaurant/Deli 6-9 Employees,Restaurant/Deli,,Operational,"1101 Troost Ave
Kansas City, MISSOURI 64106
(39.09985, -94.569882)"
4835,Isle of Capri- Calypso Buffet,Isle of Capri- Calypso Buffet,1800  E Front Street,,Kansas City,MISSOURI,64120,Open,Restaurant/Deli 41-60 Employees,Restaurant/Deli,,Operational,"1800 E Front Street
Kansas City, MISSOURI 64120
(39.120302, -94.562031)"
30231,Maplewood Elementary School,Maplewood Elementary School,6400 NE 52nd St.,,Kansas City,MISSOURI,64119,Open,Fee Exempt,Fee Exempt,,Operational,"6400 NE 52nd St.
Kansas City, MISSOURI 64119
(39.187819, -94.506198)"
26243,Piccadilly Gift Shop,Piccadilly Gift Shop,10000 Wornall Rd.,,Kansas City,MISSOURI,64114,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"10000 Wornall Rd.
Kansas City, MISSOURI 64114
(38.948645, -94.596284)"
101566,Taco Bell @ Tuileries Plaza Center,Taco Bell @ Tuileries Plaza Center,6350 N Lucerne Ave,,Kansas City,MISSOURI,64151,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"6350 N Lucerne Ave
Kansas City, MISSOURI 64151
(39.209626, -94.652819)"
1382,Hazel Dobbs School,Hazel Dobbs School,9400  Eastern,,KANSAS CITY,MISSOURI,64138,Open,School - Public 0-5 Employees,School - Public; School - Public,,Operational,"9400 Eastern
KANSAS CITY, MISSOURI 64138
(38.953923, -94.503226)"
3066,Quik Trip #193 (Market),Quik Trip #193 (Market),601 NW 68TH ST. ,,KANSAS CITY,MISSOURI,64118,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"601 NW 68TH ST.
KANSAS CITY, MISSOURI 64118
(39.217397, -94.588489)"
27686,KC Marriott Downtown - Bistro/Lunch Box,KC Marriott Downtown - Bistro/Lunch Box,200 W 12th St,,Kansas City,MISSOURI,64105,Open,Restaurant/Deli 0-5 Employees,Restaurant/Deli,,Operational,"200 W 12th St
Kansas City, MISSOURI 64105
(39.10003, -94.585827)"
11346,Longhorn Steakhouse of Liberty,Longhorn Steakhouse of Liberty,9400 NE Barry Rd.,,Kansas City,MISSOURI,64157,Open,Restaurant/Deli 41-60 Employees,Restaurant/Deli,,Operational,"9400 NE Barry Rd.
Kansas City, MISSOURI 64157
(39.244868, -94.46299)"
4805,Ameristar Grand Pavillon/Banquet Room,Ameristar Grand Pavillon/Banquet Room,3200 N Ameristar Dr.,,Kansas City,MISSOURI,64161,Open,Restaurant/Deli 21-40 Employees,Restaurant/Deli,,Operational,"3200 N Ameristar Dr.
Kansas City, MISSOURI 64161
(39.150958, -94.477213)"
100656,Ameristar Cabaret Bar,Ameristar Cabaret Bar,3200 N Ameristar Dr,,Kansas City,MISSOURI,64161,Open,Bar/Tavern 0-5 Employees,Bar/Tavern,,Operational,"3200 N Ameristar Dr
Kansas City, MISSOURI 64161
(39.150958, -94.477213)"
100402,Worlds of Fun Santa Fe Street Tacos,Worlds of Fun Santa Fe Street Tacos,4545 WORLDS OF FUN AVE. ,,KANSAS CITY ,MISSOURI,64161,Open,Restaurant/Deli 0-5 Employees,Restaurant/Deli,,Operational,"4545 WORLDS OF FUN AVE.
KANSAS CITY, MISSOURI 64161
(39.174532, -94.492423)"
2288,Walgreen's,Walgreen's,4630 Troost,,Kansas City,MISSOURI,64110,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,http://www.walgreens.com,Operational,"4630 Troost
Kansas City, MISSOURI 64110
(39.042366, -94.572911)"
29981,Taco Bell #2953,Taco Bell #2953,1310  Emanuel Cleaver II Blvd.,,KANSAS CITY,MISSOURI,64110,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"1310 Emanuel Cleaver II Blvd.
KANSAS CITY, MISSOURI 64110
(39.04164, -94.569775)"
2966,SONIC DRIVE IN,SONIC DRIVE IN,14500 E. US 40 HWY. ,,KANSAS CITY,MISSOURI,64136,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"14500 E. US 40 HWY.
KANSAS CITY, MISSOURI 64136
(39.035527, -94.412313)"
101994,Dean's Food Mart,Dean's Food Mart,3901  Troost,,Kansas City ,MISSOURI,64110,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"3901 Troost
Kansas City, MISSOURI 64110
(39.055904, -94.572123)"
2131,Stuart Symington School,Stuart Symington School,8650  Ruskin Way,,Kansas City,MISSOURI,64134,Open,Fee Exempt,Fee Exempt,,Operational,"8650 Ruskin Way
Kansas City, MISSOURI 64134
(38.919064, -94.490609)"
16152,Taqueria Mexico #2,Taqueria Mexico #2,5920 Independence Ave. ,,Kansas City,MISSOURI,64125,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"5920 Independence Ave.
Kansas City, MISSOURI 64125
(39.104974, -94.512644)"
510516,Frosty Treats #27 510516,Frosty Treats #27 510516,620  E Linwood Blvs,,Kansas City,MISSOURI,64109,Open,Ice Cream Moblie Vendor,Ice Cream Moblie Vendor,,Operational,"620 E Linwood Blvs
Kansas City, MISSOURI 64109
(39.06889, -94.577547)"
1213,Carmen's Cafe,Carmen's Cafe,6307  Brookside Plaza,,Kansas City,MISSOURI,64113,Open,Restaurant/Deli 21-40 Employees,Restaurant/Deli,,Operational,"6307 Brookside Plaza
Kansas City, MISSOURI 64113
(39.013562, -94.590667)"
2556,Worlds of Fun Paisano's Pizza,Worlds of Fun Paisano's Pizza,4545 WORLDS OF FUN AVE ,,KANSAS CITY,MISSOURI,64161,Open,Restaurant/Deli 6-9 Employees,Restaurant/Deli,http://www.worldsoffun.com,Operational,"4545 WORLDS OF FUN AVE
KANSAS CITY, MISSOURI 64161
(39.174532, -94.492423)"
30350,7-Eleven #17258 Deli,7-Eleven #17258 Deli,319 E  63rd St,,Kansas City,MISSOURI,64113,Open,Restaurant/Deli 6-9 Employees,Restaurant/Deli,,Operational,"319 E 63rd St
Kansas City, MISSOURI 64113
(39.013665, -94.584069)"
100827,Hy-Vee (Deli),Hy-Vee (Deli),207  N.E. Englewood Road ,,Kansas City,MISSOURI,64118,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"207 N.E. Englewood Road
Kansas City, MISSOURI 64118
(39.195994, -94.57985)"
100568,Bartle Hall Main Kitchen,Bartle Hall Main Kitchen,301  W. 13TH ST.,,Kansas City,MISSOURI,64105,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"301 W. 13TH ST.
Kansas City, MISSOURI 64105
(39.0988, -94.58697)"
14474,Fritz's Railroad Restaurant,Fritz's Railroad Restaurant,2450 Grand/Suite 135 ,,Kansas City,MISSOURI,64108,Open,Restaurant/Deli 21-40 Employees,Restaurant/Deli,,Operational,"2450 Grand/Suite 135
Kansas City, MISSOURI 64108
(39.082903, -94.581877)"
2986,Winnwood School Cafeteria,Winnwood School Cafeteria,4531  NE 44th Terr.,,KANSAS CITY,MISSOURI,64117,Open,Fee Exempt,Fee Exempt,,Operational,"4531 NE 44th Terr.
KANSAS CITY, MISSOURI 64117
(39.174475, -94.526159)"
100217,Target Store (T1455-Starbucks),Target Store (T1455-Starbucks),9220 NE Barry Rd.,,Kansas City,MISSOURI,64157,Open,Restaurant/Deli 6-9 Employees,Restaurant/Deli,,Operational,"9220 NE Barry Rd.
Kansas City, MISSOURI 64157
(39.244879, -94.463669)"
17230,TARGET ,TARGET ,8420 N. MADISON AVE  ,,KANSAS CITY ,MISSOURI,64155,Open,Retail Grocery/Market 40001-60000 sq. ft.,Retail Grocery/Market,http://target.com,Operational,"8420 N. MADISON AVE
KANSAS CITY, MISSOURI 64155
(39.248262, -94.593727)"
1409,Denny's Restaurant # 7491,Denny's Restaurant # 7491,6887 E Front St,,KANSAS CITY,MISSOURI,64120,Open,Restaurant/Deli 21-40 Employees,Restaurant/Deli,,Operational,"6887 E Front St
KANSAS CITY, MISSOURI 64120
(39.130096, -94.502269)"
2510,First Watch,First Watch,1022  Westport Rd,,Kansas City,MISSOURI,64111,Open,Restaurant/Deli 21-40 Employees,Restaurant/Deli,,Operational,"1022 Westport Rd
Kansas City, MISSOURI 64111
(39.049852, -94.599397)"
27685,KC Marriott Downtown - 3rd Floor Pantry,KC Marriott Downtown - 3rd Floor Pantry,200 W 12th St,,Kansas City,MISSOURI,64105,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"200 W 12th St
Kansas City, MISSOURI 64105
(39.10003, -94.585827)"
21790,Margarita's,Margarita's,2829 SW Blvd ,,Kansas City,MISSOURI,64108,Open,Restaurant/Deli 41-60 Employees,Restaurant/Deli,,Operational,"2829 SW Blvd
Kansas City, MISSOURI 64108
(39.076543, -94.602085)"
100260,Peter May's House of Kielbasa Deli,Peter May's House of Kielbasa Deli,1654 Bristol ,,Kansas City,MISSOURI,64126,Open,Restaurant/Deli 0-5 Employees,Restaurant/Deli,,Operational,"1654 Bristol
Kansas City, MISSOURI 64126
(39.090353, -94.500057)"
101753,You Say Tomato (Market),You Say Tomato (Market),2801  Holmes,,Kansas City,MISSOURI,64109,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,,Operational,"2801 Holmes
Kansas City, MISSOURI 64109
(39.075322, -94.576323)"
19240,Disabled American Veterans Chapter # 2,Disabled American Veterans Chapter # 2,8787  Old Santa Fe Rd,,Kansas City,MISSOURI,64138,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"8787 Old Santa Fe Rd
Kansas City, MISSOURI 64138
(38.965479, -94.50108)"
102000,Em Chamas Brazillian Grill,Em Chamas Brazillian Grill,6101 NW 63rd Terrace,,Kansas City,MISSOURI,64151,Open,Restaurant/Deli 41-60 Employees,Restaurant/Deli,,Operational,"6101 NW 63rd Terrace
Kansas City, MISSOURI 64151
(39.209379, -94.65142)"
4229,McDonald's Of Metro North,McDonald's Of Metro North,150 NW Barry Rd. ,,Kansas City,MISSOURI,64155,Open,Restaurant/Deli 41-60 Employees,Restaurant/Deli,,Operational,"150 NW Barry Rd.
Kansas City, MISSOURI 64155
(39.246424, -94.581831)"
101171,Subway,Subway,3550 E. Truman Rd.    ,,Kansas City,MISSOURI,64127,Open,Restaurant/Deli 0-5 Employees,Restaurant/Deli,,Operational,"3550 E. Truman Rd.
Kansas City, MISSOURI 64127
(39.09431, -94.540522)"
13545,Festival Foods - Deli,Festival Foods - Deli,4357 NE Chouteau Tfwy,,Kansas City,MISSOURI,64117,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"4357 NE Chouteau Tfwy
Kansas City, MISSOURI 64117
(39.186509, -94.543538)"
101710,Malay Cafe,Malay Cafe,6003 NW Barry Rd,,Kansas City,MISSOURI,64154,Open,Restaurant/Deli 0-5 Employees,Restaurant/Deli,,Operational,"6003 NW Barry Rd
Kansas City, MISSOURI 64154
(39.246766, -94.648845)"
16120,Walgreens #04222,Walgreens #04222,5400 Indepedence Ave,,Kansas City,MISSOURI,64123,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"5400 Indepedence Ave
Kansas City, MISSOURI 64123
(39.105179, -94.518536)"
11341,McDonald's of Barry Rd.,McDonald's of Barry Rd.,9851 NE Barry Rd.,,Kansas City,MISSOURI,64157,Open,Restaurant/Deli 41-60 Employees,Restaurant/Deli,,Operational,"9851 NE Barry Rd.
Kansas City, MISSOURI 64157
(39.244622, -94.462018)"
101777,Green Acres (market),Green Acres (market),4175 N Mulberry Dr,,Kansas City,MISSOURI,64116,Open,Retail Grocery/Market 3001-30000 sq. ft.,Retail Grocery/Market,,Operational,"4175 N Mulberry Dr
Kansas City, MISSOURI 64116
(39.170047, -94.59927)"
1369,Warford School,Warford School,11400  Cleveland,,Kansas City,MISSOURI,64137,Open,Fee Exempt,Fee Exempt,,Operational,"11400 Cleveland
Kansas City, MISSOURI 64137
(38.919466, -94.54653)"
3145,New Mark Middle School Cafeteria,New Mark Middle School Cafeteria,515  N.E. 106th Street,,Kansas City,MISSOURI,64155,Open,Fee Exempt,Fee Exempt,,Operational,"515 N.E. 106th Street
Kansas City, MISSOURI 64155
(39.285662, -94.573696)"
100492,Sheffield Family Life Center,Feed the People,5915 Winner Rd.,,Kansas City,MISSOURI,64127,Open,Fee Exempt,Fee Exempt,,Operational,"5915 Winner Rd.
Kansas City, MISSOURI 64127
(39.101966, -94.513257)"
21750,Taqueria Mexico #1,Taqueria Mexico #1,910  SOUTHWEST BLVD ,,KANSAS CITY,MISSOURI,64108,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"910 SOUTHWEST BLVD
KANSAS CITY, MISSOURI 64108
(39.083954, -94.59516)"
13343,Tremont Hen House,Tremont Hen House,6238 N Chatham Ave,,Kansas City,MISSOURI,64151,Open,Retail Grocery/Market 60001-80000 sq. ft.,Retail Grocery/Market,,Operational,"6238 N Chatham Ave
Kansas City, MISSOURI 64151
(39.209233, -94.643211)"
100064,Metropolitan Lutheran Ministry,Metropolitan Lutheran Ministry,3031 Holmes,,Kansas City,MISSOURI,64109,Open,Retail Grocery/Market Under 3000 sq. ft.,Retail Grocery/Market,http://www.mlmkc.org,Operational,"3031 Holmes
Kansas City, MISSOURI 64109
(39.071852, -94.576495)"
16620,KCI Car Care Center Inc. (deli),KCI Car Care Center Inc. (deli),426 Paris St. ,,Kansas City,MISSOURI,64153,Open,Restaurant/Deli 0-5 Employees,Restaurant/Deli,,Operational,"426 Paris St.
Kansas City, MISSOURI 64153
(39.301994, -94.711267)"
102008,Cerner South,Cerner South,10234 Marion Park Dr,,Kansas City,MISSOURI,64137,Open,Restaurant/Deli 6-9 Employees,Restaurant/Deli,,Operational,"10234 Marion Park Dr
Kansas City, MISSOURI 64137
(38.945247, -94.530859)"
13233,Don Bosco Center for Seniors,Don Bosco Center for Seniors,580 Campbell St,,Kansas City,MISSOURI,64106,Open,Restaurant/Deli 6-9 Employees,Restaurant/Deli,,Operational,"580 Campbell St
Kansas City, MISSOURI 64106
(39.107572, -94.572531)"
101738,In-a-Tub,In-a-Tub,4000 N Oak Trfwy,,Kansas City,MISSOURI,64116,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"4000 N Oak Trfwy
Kansas City, MISSOURI 64116
(39.166991, -94.576754)"
14051,Isle of Capri- Lone Wolf,Isle of Capri- Lone Wolf,1800 E Front St,,Kansas City,MISSOURI,64120,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"1800 E Front St
Kansas City, MISSOURI 64120
(39.120302, -94.562031)"
100917,Lew's Grill & Bar,Lew's Grill & Bar,7539 Wornall ,,Kansas City,MISSOURI,64114,Open,Restaurant/Deli 21-40 Employees,Restaurant/Deli,,Operational,"7539 Wornall
Kansas City, MISSOURI 64114
(38.991753, -94.594298)"
101711,Panera Bread Bakery Cafe #2727,Panera Bread Bakery Cafe #2727,1120 W 103rd St ,,Kansas City,MISSOURI,64114,Open,Restaurant/Deli 10-20 Employees,Restaurant/Deli,,Operational,"1120 W 103rd St
Kansas City, MISSOURI 64114
(38.941986, -94.606198)"
